"","schoolID","teacherID","satisfaction","control_c","salary_c","control_m","salary_m","s_t_ratio"
"1",1,1,5.98810806765939,0.797848922898993,8.49683500883468,3.01585413329303,61.6353359642038,21
"2",1,2,6.84519187645141,-2.75431107892655,14.2355240715327,3.01585413329303,61.6353359642038,21
"3",1,3,5.05541150248282,0.922886193962768,3.47992465475802,3.01585413329303,61.6353359642038,21
"4",1,4,6.14144042506702,-2.13964735087939,9.08566718044479,3.01585413329303,61.6353359642038,21
"5",1,5,6.2855230408503,-1.14718679967336,-3.1364530540497,3.01585413329303,61.6353359642038,21
"6",1,6,5.69727852279917,1.33476102189161,0.658148564511387,3.01585413329303,61.6353359642038,21
"7",1,7,5.03117966355794,0.0667100490536541,-2.10567712475668,3.01585413329303,61.6353359642038,21
"8",1,8,7.09520054875235,2.07479587639682,12.6872492396533,3.01585413329303,61.6353359642038,21
"9",1,9,6.58819729957068,0.0454368682112545,1.17432119034234,3.01585413329303,61.6353359642038,21
"10",1,10,6.70325997657566,1.69395289360546,4.88599713065331,3.01585413329303,61.6353359642038,21
"11",1,11,3.77099667768735,-1.67048580641858,-5.30430088065478,3.01585413329303,61.6353359642038,21
"12",1,12,5.21473986440958,0.0883877740707248,9.11327417493654,3.01585413329303,61.6353359642038,21
"13",1,13,5.903141943791,-1.28793158684857,10.7009683734334,3.01585413329303,61.6353359642038,21
"14",1,14,5.48330744377874,-2.22235161741264,-4.04893415572157,3.01585413329303,61.6353359642038,21
"15",1,15,5.39031424265749,1.86259687901475,-10.1526194514593,3.01585413329303,61.6353359642038,21
"16",1,16,2.6293379266586,-2.3906102294568,-9.14916981091554,3.01585413329303,61.6353359642038,21
"17",1,17,5.16615944840514,1.13939108815975,0.0963986052663897,3.01585413329303,61.6353359642038,21
"18",1,18,6.67497699994309,1.39543997286819,-9.96701058238386,3.01585413329303,61.6353359642038,21
"19",1,19,5.93977174702457,-0.854047828586772,3.23634916746136,3.01585413329303,61.6353359642038,21
"20",1,20,5.73864001385493,2.00003691785969,-11.0792667477957,3.01585413329303,61.6353359642038,21
"21",1,21,5.13471662128532,-0.108418606920168,-11.9672198563551,3.01585413329303,61.6353359642038,21
"22",1,22,5.92760444046307,1.25371159589849,3.56290864423486,3.01585413329303,61.6353359642038,21
"23",1,23,5.51164789268634,0.478898673085496,8.85958981008484,3.01585413329303,61.6353359642038,21
"24",1,24,5.088974239872,-2.67035763361491,-2.96769072054491,3.01585413329303,61.6353359642038,21
"25",1,25,5.72175746829523,1.1771195277106,-6.78078523652096,3.01585413329303,61.6353359642038,21
"26",1,26,5.09510313162319,-1.53512417920865,16.3921874419,3.01585413329303,61.6353359642038,21
"27",1,27,3.68699148561599,0.524412611266598,-16.0628370739021,3.01585413329303,61.6353359642038,21
"28",1,28,6.06782532148219,0.593510228442028,0.168269572851097,3.01585413329303,61.6353359642038,21
"29",1,29,6.90007652360039,1.34822363383137,0.925187000489883,3.01585413329303,61.6353359642038,21
"30",1,30,3.8727468070259,-0.0176480102818459,-15.0368351363286,3.01585413329303,61.6353359642038,21
"31",2,1,4.40222213013916,-1.70409032185562,-9.70519472476263,6.91474340762943,68.6210548814377,41
"32",2,2,5.76645318356638,-0.715280463872477,-6.4571072806471,6.91474340762943,68.6210548814377,41
"33",2,3,6.5152543823256,-0.360667016776279,14.5996501958575,6.91474340762943,68.6210548814377,41
"34",2,4,5.88441516022136,2.68801051988266,8.21863998218828,6.91474340762943,68.6210548814377,41
"35",2,5,5.53567575221011,-0.449775495985523,-3.28057020390463,6.91474340762943,68.6210548814377,41
"36",2,6,5.7570446698183,-1.77140971827321,12.1817325257781,6.91474340762943,68.6210548814377,41
"37",2,7,7.88498945878192,2.56429436248727,16.1758199111822,6.91474340762943,68.6210548814377,41
"38",2,8,6.06177262130548,2.04510596119799,0.157916570153822,6.91474340762943,68.6210548814377,41
"39",2,9,5.73744303737084,-2.05805230927654,-9.69654998314241,6.91474340762943,68.6210548814377,41
"40",2,10,5.54022759910175,0.0882957168389112,6.06923183313371,6.91474340762943,68.6210548814377,41
"41",2,11,7.12457754376914,-2.64537317394279,8.44070518271854,6.91474340762943,68.6210548814377,41
"42",2,12,7.36630984382724,0.732977227820083,-14.0064998869528,6.91474340762943,68.6210548814377,41
"43",2,13,6.03709935067469,1.25034608836286,-3.47823042354745,6.91474340762943,68.6210548814377,41
